Dynamic Data
Time (min.)	AlignX	AlignY	Temperature(C)
35.822418	-9.426788	4.812699	999.989502	
35.876450	-9.431739	4.843316	1000.008667	
36.063519	-9.540324	4.852523	999.978455	
36.117516	-9.524549	4.793964	999.981079	
36.171516	-9.519911	4.845300	999.979309	
36.225517	-9.533132	4.838916	999.995422	
36.279549	-9.566247	4.862400	999.983093	
36.333549	-9.574340	4.850294	1000.039124	
36.387585	-9.565991	4.870797	1000.026733	
36.441383	-9.577049	4.866597	999.975342	
36.495216	-9.617942	4.889261	1000.041687	
36.549049	-9.628353	4.877734	1000.002625	
36.603016	-9.627314	4.860163	1000.033020	
36.656982	-9.633928	4.889154	999.968872	
36.710815	-9.653762	4.858138	999.979248	
36.764648	-9.598977	4.853126	999.996094	
36.818584	-9.654103	4.873891	1000.065674	
36.872482	-9.662333	4.903589	1000.023438	
36.926517	-9.690546	4.848157	999.989014	
36.980484	-9.693004	4.850013	999.994690	
37.034485	-9.696070	4.910651	999.994568	
37.088451	-9.726736	4.884952	999.986145	
37.142448	-9.742031	4.840799	999.963684	
37.196449	-9.724943	4.900256	999.978821	
37.250450	-9.759807	4.905119	1000.017212	
37.304451	-9.739946	4.882485	1000.009460	
37.358452	-9.772608	4.879284	1000.039978	
37.412449	-9.770915	4.929158	999.980652	
37.466518	-9.745675	4.914817	1000.008057	
37.520515	-9.764050	4.896945	999.986206	
37.574516	-9.796924	4.879597	1000.019836	
37.628483	-9.793337	4.911638	999.987915	
37.682518	-9.814838	4.869229	1000.012390	
37.736515	-9.847320	4.901336	1000.006714	
37.790318	-9.851582	4.860080	999.947937	
37.844116	-9.872028	4.893645	999.990906	
37.897949	-9.863610	4.883738	999.984497	
37.951916	-9.857162	4.900130	999.997803	
38.005981	-9.876845	4.902269	1000.018921	
38.059982	-9.844874	4.894737	999.978333	
38.113983	-9.887577	4.922758	999.999084	
38.167782	-9.924284	4.914109	999.984192	
38.221584	-9.921383	4.925087	999.991455	
38.275551	-9.947337	4.912173	999.952942	
38.329552	-9.912648	4.928430	1000.014343	
38.383518	-9.952619	4.922950	1000.002930	
38.437515	-9.962385	4.873039	999.997986	
38.491516	-9.931634	4.916616	1000.020996	
38.545315	-9.995054	4.907931	999.965149	
38.599117	-9.984407	4.910875	999.975403	
38.652985	-9.960384	4.926204	999.979614	
38.706951	-9.950846	4.903625	1000.023560	
38.760784	-9.974317	4.936044	999.978943	
38.814583	-10.000777	4.913311	999.979614	
38.868515	-10.025055	4.948413	999.992126	
38.922451	-10.025104	4.928644	999.986633	
38.976452	-10.025327	4.895928	999.995300	
39.030418	-10.051168	4.911459	1000.000122	
39.084450	-10.040783	4.909427	1000.031982	
39.138451	-10.036812	4.884842	1000.006775	
39.192417	-10.036429	4.929115	999.972046	
39.246449	-10.054590	4.929939	999.997803	
39.300415	-10.069684	4.907747	1000.003601	
39.354416	-10.091501	4.913822	1000.001587	
39.408417	-10.057920	4.922299	999.995605	
39.462448	-10.080078	4.929186	999.966980	
39.516449	-10.099154	4.876500	1000.036682	
39.570450	-10.091994	4.918312	999.976379	
39.624451	-10.103770	4.920471	999.976318	
39.678452	-10.099707	4.933969	999.970459	
39.732449	-10.076243	4.929911	1000.027649	
39.786484	-10.116546	4.876442	1000.012451	
39.840485	-10.127590	4.927361	1000.014038	
39.894482	-10.089521	4.917706	1000.019409	
39.948284	-10.118664	4.933518	999.997803	
40.002083	-10.142342	4.929726	999.979431	
40.055916	-10.144374	4.921545	1000.004089	
40.109917	-10.158001	4.899343	999.976685	
40.163918	-10.156105	4.920861	999.980164	
40.217918	-10.172907	4.910869	999.998230	
40.271717	-10.152906	4.893425	999.973511	
40.325516	-10.193122	4.923066	1000.014771	
40.379517	-10.201744	4.940516	999.974243	
40.433483	-10.216390	4.904055	999.990417	
40.487450	-10.183757	4.935454	1000.025757	
40.541451	-10.229296	4.933806	1000.023865	
40.595249	-10.227954	4.911616	999.997986	
40.649052	-10.185482	4.931083	999.998718	
40.702915	-10.221916	4.913417	999.961365	
40.756851	-10.255919	4.938375	999.998596	
40.810848	-10.204798	4.924165	999.984314	
40.864651	-10.249158	4.963660	1000.005920	
40.918449	-10.252602	4.940425	999.974121	
40.972450	-10.254438	4.935700	999.993225	
